case_id,grid,motor,pwm,q_initial,duration,sample_index,time_s,position
342,globalPerMotor,1,-96,3690.5,0.2,0,0,3690.5
342,globalPerMotor,1,-96,3690.5,0.2,1,0.2,-320
343,globalPerMotor,1,-96,4602.8,0.2,0,0,4602.8
343,globalPerMotor,1,-96,4602.8,0.2,1,0.2,-320
344,globalPerMotor,1,-96,5515.1,0.2,0,0,5515.1
344,globalPerMotor,1,-96,5515.1,0.2,1,0.2,-320
345,globalPerMotor,1,-96,6427.4,0.2,0,0,6427.4
345,globalPerMotor,1,-96,6427.4,0.2,1,0.2,-316
346,globalPerMotor,1,-96,7339.7,0.2,0,0,7339.7
346,globalPerMotor,1,-96,7339.7,0.2,1,0.2,-121.75
347,globalPerMotor,1,-96,8252,0.2,0,0,8252
347,globalPerMotor,1,-96,8252,0.2,1,0.2,365
348,globalPerMotor,1,-96,9164.3,0.2,0,0,9164.3
348,globalPerMotor,1,-96,9164.3,0.2,1,0.2,1296.75
349,globalPerMotor,1,-96,10076.6,0.2,0,0,10076.6
349,globalPerMotor,1,-96,10076.6,0.2,1,0.2,2256.25
350,globalPerMotor,1,-96,10988.9,0.2,0,0,10988.9
350,globalPerMotor,1,-96,10988.9,0.2,1,0.2,3213
351,globalPerMotor,1,-96,11901.2,0.2,0,0,11901.2
351,globalPerMotor,1,-96,11901.2,0.2,1,0.2,4205
352,globalPerMotor,1,-96,12813.5,0.2,0,0,12813.5
352,globalPerMotor,1,-96,12813.5,0.2,1,0.2,5197.25
353,globalPerMotor,1,-96,13725.8,0.2,0,0,13725.8
353,globalPerMotor,1,-96,13725.8,0.2,1,0.2,6185.25
354,globalPerMotor,1,-96,14638.1,0.2,0,0,14638.1
354,globalPerMotor,1,-96,14638.1,0.2,1,0.2,7170.75
355,globalPerMotor,1,-96,15550.4,0.2,0,0,15550.4
355,globalPerMotor,1,-96,15550.4,0.2,1,0.2,8179.25
356,globalPerMotor,1,-96,16462.7,0.2,0,0,16462.7
356,globalPerMotor,1,-96,16462.7,0.2,1,0.2,9273.75
357,globalPerMotor,1,-96,17375,0.2,0,0,17375
357,globalPerMotor,1,-96,17375,0.2,1,0.2,9800.75
379,globalPerMotor,1,-128,-871,0.2,0,0,-871
379,globalPerMotor,1,-128,-871,0.2,1,0.2,-871
380,globalPerMotor,1,-128,41.3,0.2,0,0,41.3
380,globalPerMotor,1,-128,41.3,0.2,1,0.2,-493
381,globalPerMotor,1,-128,953.6,0.2,0,0,953.6
381,globalPerMotor,1,-128,953.6,0.2,1,0.2,-493
382,globalPerMotor,1,-128,1865.9,0.2,0,0,1865.9
382,globalPerMotor,1,-128,1865.9,0.2,1,0.2,-493
383,globalPerMotor,1,-128,2778.2,0.2,0,0,2778.2
383,globalPerMotor,1,-128,2778.2,0.2,1,0.2,-493
384,globalPerMotor,1,-128,3690.5,0.2,0,0,3690.5
384,globalPerMotor,1,-128,3690.5,0.2,1,0.2,-493
385,globalPerMotor,1,-128,4602.8,0.2,0,0,4602.8
385,globalPerMotor,1,-128,4602.8,0.2,1,0.2,-493
386,globalPerMotor,1,-128,5515.1,0.2,0,0,5515.1
386,globalPerMotor,1,-128,5515.1,0.2,1,0.2,-493
387,globalPerMotor,1,-128,6427.4,0.2,0,0,6427.4
387,globalPerMotor,1,-128,6427.4,0.2,1,0.2,-493
388,globalPerMotor,1,-128,7339.7,0.2,0,0,7339.7
388,globalPerMotor,1,-128,7339.7,0.2,1,0.2,-488.5
389,globalPerMotor,1,-128,8252,0.2,0,0,8252
389,globalPerMotor,1,-128,8252,0.2,1,0.2,-383.166666666667
390,globalPerMotor,1,-128,9164.3,0.2,0,0,9164.3
390,globalPerMotor,1,-128,9164.3,0.2,1,0.2,-92.1666666666667
391,globalPerMotor,1,-128,10076.6,0.2,0,0,10076.6
391,globalPerMotor,1,-128,10076.6,0.2,1,0.2,487.166666666667
392,globalPerMotor,1,-128,10988.9,0.2,0,0,10988.9
392,globalPerMotor,1,-128,10988.9,0.2,1,0.2,1355.33333333333
393,globalPerMotor,1,-128,11901.2,0.2,0,0,11901.2
393,globalPerMotor,1,-128,11901.2,0.2,1,0.2,2336.83333333333
394,globalPerMotor,1,-128,12813.5,0.2,0,0,12813.5
394,globalPerMotor,1,-128,12813.5,0.2,1,0.2,3317.5
395,globalPerMotor,1,-128,13725.8,0.2,0,0,13725.8
395,globalPerMotor,1,-128,13725.8,0.2,1,0.2,4294.16666666667
